business_activities,cuisine_name,license_no,licensing_agency,number_of_employees,latitude,longitude
Restaurant,Arabic cuisine,631593,Department of Economic Development- Dubai,5,25.2717364,55.4089336
Restaurant,International cuisine,763217,Department of Economic Development- Dubai,34,25.204929,55.27084
Supermarket,Not Applicable,739648,Department of Economic Development- Dubai,14,25.274224968656007,55.30759368008603
Restaurant,International cuisine,710970,Department of Economic Development- Dubai,14,25.204929,55.27084
General Trading,Not Applicable,936468,Department of Economic Development- Dubai,6,25.07253933915988,55.308552023344255
Restaurant,Turkish cuisine,633616,Department of Economic Development- Dubai,7,25.22968805571461,55.25699877790339
Cafeteria,Indian cuisine,1029911,Department of Economic Development- Dubai,6,,
Permanent Food Kart,International cuisine,938418,Department of Economic Development- Dubai,1,25.152044044453955,55.29573440551758
Grocery Store,Not Applicable,737033,Department of Economic Development- Dubai,0,25.204929,55.27084
General Trading,,200385,Department of Economic Development- Dubai,18,25.170374623350007,55.39328246736443
Five Star Hotel,Not Applicable,603200,Department of Economic Development- Dubai,132,25.080379085605788,55.136837505109725
Supermarket,Others,718701,Department of Economic Development- Dubai,17,25.26521535344534,55.32630335624913
Restaurant,Indian cuisine,1217208,Department of Economic Development- Dubai,1,25.272563143740246,55.30491828918457
Supermarket,Others,611613,Department of Economic Development- Dubai,17,25.132118847027577,55.24680454283953
Restaurant,Not Applicable,528899,Department of Economic Development- Dubai,13,25.251782340666647,55.33267823025517
Restaurant,Not Applicable,820464,Department of Economic Development- Dubai,121,25.0905208,55.1486314
Cafeteria,Indian cuisine,103911,Department of Economic Development- Dubai,23,25.27261479245366,55.36666953040845
Vegetable and Fruit Trading,Others,543541,Department of Economic Development- Dubai,1,25.204929,55.27084
Restaurant,Not Applicable,1046322,Department of Economic Development- Dubai,11,,
Restaurant,Turkish cuisine,1118996,Department of Economic Development- Dubai,32,25.17989362227404,55.23942947387695
Restaurant,Indian cuisine,517398,Department of Economic Development- Dubai,25,25.12385630305953,55.183899212267406
Restaurant,Pakistani cuisine,781388,Department of Economic Development- Dubai,6,,
Restaurant,Indian cuisine,1159831,Department of Economic Development- Dubai,5,25.26909464778205,55.26545763015747
Restaurant,Arabic cuisine,847167,Department of Economic Development- Dubai,2,25.08742564987825,55.38628578186035
School,Not Applicable,570540,Department of Economic Development- Dubai,0,25.064851679885585,55.15603959560394
Cafeteria,American Cuisine,1089780,Department of Economic Development- Dubai,5,25.20154907082713,55.27198412
Hospitality Services,International cuisine,1438894,Department of Economic Development- Dubai,2,,
Grocery Store,,829621,Department of Economic Development- Dubai,1,25.274607792674868,55.30521519073487
Global Village,Not Applicable,783974,Department of Economic Development- Dubai,1,25.071294868828428,55.30740737915039
Coffee Shop,Not Applicable,770622,Department of Economic Development- Dubai,9,25.204929,55.27084
Grocery Store,Not Applicable,605155,Department of Economic Development- Dubai,11,25.09181751845917,55.21934509277344
Supermarket,Not Applicable,888681,Department of Economic Development- Dubai,1,,
General Trading,,652006,Department of Economic Development- Dubai,1,25.2753099,55.3603268
Bread & Bakery Products Trading,Indian cuisine,1036598,Department of Economic Development- Dubai,2,,
Food & Beverages Trading (Sub-activity of Food Service),International cuisine,801290,Department of Economic Development- Dubai,0,25.227662339861578,55.366471611050656
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,678661,Department of Economic Development- Dubai,7,25.178275186030625,55.38941221215816
Roastery,International cuisine,857263,Department of Economic Development- Dubai,11,25.206532420388733,55.26875454788821
Restaurant,Not Applicable,1102829,Department of Economic Development- Dubai,26,25.207808730802835,55.26792258024216
Coffee Shop,Not Applicable,977944,Department of Economic Development- Dubai,7,25.231186989523174,55.55574372410774
General Trading,Not Applicable,1387339,Department of Economic Development- Dubai,1,,
Confectionery and Chocolate Trading (Retail),International cuisine,573505,Department of Economic Development- Dubai,14,25.09311961,55.18558157
Restaurant,Arabic cuisine,859722,Department of Economic Development- Dubai,30,25.133315561848008,55.18680501585616
Cafeteria,Not Applicable,786160,Department of Economic Development- Dubai,14,25.25228286268777,55.304309260100126
Catering Services,African cuisine,897745,Department of Economic Development- Dubai,32,,
Restaurant,Indian cuisine,1429923,Department of Economic Development- Dubai,2,,
Coffee Shop,Chinese cuisine,1065688,Department of Economic Development- Dubai,2,25.26390869762374,55.32146215438843
Restaurant,Pakistani cuisine,783459,Department of Economic Development- Dubai,27,25.26198238951867,55.29167188861877
Basic Food Hygiene Training,International cuisine,714629,Department of Economic Development- Dubai,8,25.204929,55.27084
Restaurant,Indian cuisine,876913,Department of Economic Development- Dubai,6,25.248986417547385,55.30272053930416
Restaurant,Arabic cuisine,860226,Department of Economic Development- Dubai,0,25.26515234591896,55.31971945162049
Restaurant,Not Applicable,643168,Department of Economic Development- Dubai,1,25.204929,55.27084
Vegetable and Fruit Trading,Not Applicable,894913,Department of Economic Development- Dubai,1,25.242228471475823,55.39793337115477
Restaurant,American Cuisine,1021423,Department of Economic Development- Dubai,20,25.2379136,55.3058304
Restaurant,,522628,Department of Economic Development- Dubai,24,25.113702507332054,55.21120359699125
Honey Trading,Not Applicable,834544,Department of Economic Development- Dubai,1,,
Supermarket,Not Applicable,1006246,Department of Economic Development- Dubai,9,25.246131433198904,55.30650571776347
Hypermarket,International cuisine,846464,Department of Economic Development- Dubai,28,24.99793347100317,55.38354825228453
Restaurant,International cuisine,752716,Department of Economic Development- Dubai,2,25.080177,55.367284
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,642862,Department of Economic Development- Dubai,4,25.204929,55.27084
Coffee Shop,Indian cuisine,829694,Department of Economic Development- Dubai,1,25.260401617543152,55.28775491205463
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,120146,Department of Economic Development- Dubai,671,25.17375198688338,55.39051793963949
Department Store,Not Applicable,760690,Department of Economic Development- Dubai,0,25.256652927737903,55.30123941601687
Restaurant,Not Applicable,503943,Department of Economic Development- Dubai,14,,
Supermarket,Indian cuisine,770271,Department of Economic Development- Dubai,8,25.16245606350115,55.25896184379235
Fish & Marine Animals Trading,Arabic cuisine,538751,Department of Economic Development- Dubai,0,25.248769190944525,55.47978408226014
Food & Beverages Trading (Sub-activity of Trading),International cuisine,780164,Department of Economic Development- Dubai,1,25.15381274971368,55.513971000909805
Restaurant Management,Turkish cuisine,949023,Department of Economic Development- Dubai,129,25.19418008374169,55.27017831802368
Supermarket,Not Applicable,861655,Department of Economic Development- Dubai,95,25.15218916,55.29573120397947
Restaurant,Indian cuisine,124794,Department of Economic Development- Dubai,24,25.177558502776385,55.38841277360916
Food & Beverages Trading (Sub-activity of Trading),Indian cuisine,641126,Department of Economic Development- Dubai,21,25.171747210790265,55.3527233
Food Kiosk,Indian cuisine,763953,Department of Economic Development- Dubai,1,25.295487258015395,55.355460404101535
Grocery Store,Not Applicable,588126,Department of Economic Development- Dubai,1,25.21922953,55.27324676513672
Cafeteria,Indian cuisine,626343,Department of Economic Development- Dubai,6,25.244716301484143,55.30022678
Restaurant,Arabic cuisine,603541,Department of Economic Development- Dubai,1,25.263343925993222,55.32507530866883
Restaurant,Pakistani cuisine,115597,Department of Economic Development- Dubai,20,25.262097322559825,55.41651360690594
Restaurant,Not Applicable,810270,Department of Economic Development- Dubai,14,25.074946681352145,55.13951075
Malls/SME/Intaleq,Not Applicable,1302754,Department of Economic Development- Dubai,16,,
Coffee Shop,Arabic cuisine,506569,Department of Economic Development- Dubai,0,25.269515514345432,55.3300356
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,200085,Department of Economic Development- Dubai,51,25.173892796811675,55.38934081792819
Restaurant,International cuisine,784069,Department of Economic Development- Dubai,17,25.26832644156356,55.295296175746266
Supermarket,International cuisine,1002837,Department of Economic Development- Dubai,14,25.1454448,55.3502769
Coffee Shop,Others,814264,Department of Economic Development- Dubai,6,25.2444667,55.303599
Meat Products Manufacturing,Not Applicable,300381,Department of Economic Development- Dubai,258,24.9893836,55.1901865
Cafeteria,Not Applicable,800067,Department of Economic Development- Dubai,1,25.292715951761373,55.39479516156507
Coffee Shop,International cuisine,607039,Department of Economic Development- Dubai,10,25.204929,55.27084
Grocery Store,Not Applicable,818672,Department of Economic Development- Dubai,1,25.2900526,55.3936627
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,207280,Department of Economic Development- Dubai,53,25.17431177868641,55.38953987503192
General Trading,Not Applicable,654930,Department of Economic Development- Dubai,1,25.26820358586535,55.29731786
Restaurant,Indian cuisine,797608,Department of Economic Development- Dubai,3,25.19693710332109,55.27942607928264
Restaurant,Indian cuisine,929866,Department of Economic Development- Dubai,3,25.2766598,55.3078098
Supermarket,Not Applicable,647803,Department of Economic Development- Dubai,11,24.99797904157809,55.14185380201941
Food & Beverages Trading (Sub-activity of Food Service),Not Applicable,929376,Department of Economic Development- Dubai,11,,
Grocery Store,Not Applicable,910662,Department of Economic Development- Dubai,1,,
Restaurant,Not Applicable,1175190,Department of Economic Development- Dubai,56,25.20785332287004,55.26337623596192
Supermarket,Not Applicable,780250,Department of Economic Development- Dubai,1,25.13586447856943,55.24298720934894
Restaurant,Not Applicable,917639,Department of Economic Development- Dubai,3,25.188748221886154,55.26972770690918
Coffee Shop,Indian cuisine,788413,Department of Economic Development- Dubai,6,25.277739976964973,55.34009154605005
Restaurant,Not Applicable,832176,Department of Economic Development- Dubai,0,25.19864820315969,55.45112147927284
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,743343,Department of Economic Development- Dubai,24,25.1773022,55.3904644
Restaurant,Not Applicable,823089,Department of Economic Development- Dubai,15,25.099495,55.2052405
Supermarket,Others,632007,Department of Economic Development- Dubai,84,25.204849,55.270783
Grocery Store,Not Applicable,572686,Department of Economic Development- Dubai,1,25.204929,55.27084
Restaurant,International cuisine,943774,Department of Economic Development- Dubai,22,25.069574774626776,55.24675726890564
Restaurant,Indian cuisine,991499,Department of Economic Development- Dubai,49,25.24547228279456,55.28886795043945
Restaurant,International cuisine,1095287,Department of Economic Development- Dubai,17,25.079894977445218,55.12337028980255
Catering Services,Not Applicable,1268892,Department of Economic Development- Dubai,2,25.26012952687131,55.19525199414056
Restaurant,Not Applicable,786419,Department of Economic Development- Dubai,11,25.0696943,55.3033014
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,807170,Department of Economic Development- Dubai,1,25.29245716160421,55.38757373086548
Restaurant,American Cuisine,923634,Department of Economic Development- Dubai,87,25.190606684084404,55.29889721279757
